"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.89","52.18","RED DEER A","3025480","2008-01-12","2008","01","12","","2.2","","-13.9","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","22","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-13","2008","01","13","","4.1","","-12.9","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-14","2008","01","14","","9.3","","-7.2","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","1","","33","","78",""
"-113.89","52.18","RED DEER A","3025480","2008-01-15","2008","01","15","","0.1","","-16.1","","-8.0","","26.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","32","","74",""
"-113.89","52.18","RED DEER A","3025480","2008-01-16","2008","01","16","","3.7","","-18.4","","-7.4","","25.4","","0.0","","0.0","","0.4","","0.4","","0","T","32","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-01-17","2008","01","17","","3.1","","-10.8","","-3.9","","21.9","","0.0","","0.0","","4.4","","3.2","","1","","3","","43",""
"-113.89","52.18","RED DEER A","3025480","2008-01-18","2008","01","18","","-8.4","","-23.8","","-16.1","","34.1","","0.0","","0.0","","0.2","","0.0","T","5","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-19","2008","01","19","","-7.1","","-16.8","","-12.0","","30.0","","0.0","","0.0","","3.8","","2.8","","6","","3","","32",""
"-113.89","52.18","RED DEER A","3025480","2008-01-20","2008","01","20","","-15.6","","-24.2","","-19.9","","37.9","","0.0","","0.0","","0.8","","0.2","","10","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-21","2008","01","21","","-0.6","","-25.6","","-13.1","","31.1","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-22","2008","01","22","","-0.4","","-16.9","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","11","","35","E","54","E"
"-113.89","52.18","RED DEER A","3025480","2008-01-23","2008","01","23","","-4.1","","-16.9","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-24","2008","01","24","","-9.2","","-20.6","","-14.9","","32.9","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-25","2008","01","25","","-9.6","","-14.5","","-12.1","","30.1","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-26","2008","01","26","","0.4","","-13.4","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-27","2008","01","27","","-9.3","","-28.3","","-18.8","","36.8","","0.0","","0.0","","3.4","","2.1","","10","","34","","57",""
"-113.89","52.18","RED DEER A","3025480","2008-01-28","2008","01","28","","-28.2","","-34.4","","-31.3","","49.3","","0.0","","0.0","","1.6","","1.0","","11","","32","","52",""
"-113.89","52.18","RED DEER A","3025480","2008-01-29","2008","01","29","","-26.8","","-36.8","","-31.8","","49.8","","0.0","","0.0","","0.0","T","0.0","T","10","","15","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-01-30","2008","01","30","","-21.5","","-28.6","","-25.1","","43.1","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-01-31","2008","01","31","","-21.7","","-27.3","","-24.5","","42.5","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-01","2008","02","01","","-16.6","","-28.1","","-22.4","","40.4","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-02","2008","02","02","","-8.7","","-26.5","","-17.6","","35.6","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-03","2008","02","03","","-13.0","","-22.9","","-18.0","","36.0","","0.0","","0.0","","0.0","T","0.0","T","9","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-04","2008","02","04","","-13.8","","-27.4","","-20.6","","38.6","","0.0","","0.0","","0.0","T","0.0","T","9","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-05","2008","02","05","","1.1","","-24.2","","-11.6","","29.6","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-06","2008","02","06","","0.4","","-14.4","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-07","2008","02","07","","-8.7","","-18.8","","-13.8","","31.8","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-08","2008","02","08","","-5.8","","-25.2","","-15.5","","33.5","","0.0","","0.0","","2.8","","2.0","","7","","33","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-02-09","2008","02","09","","-23.5","","-27.9","","-25.7","","43.7","","0.0","","0.0","","1.8","","1.0","","9","","15","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-02-10","2008","02","10","","-14.9","","-23.5","","-19.2","","37.2","","0.0","","0.0","","1.8","","1.2","","9","","16","","50",""
"-113.89","52.18","RED DEER A","3025480","2008-02-11","2008","02","11","","-1.3","","-20.8","","-11.1","","29.1","","0.0","","0.0","","1.0","","0.4","","11","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-12","2008","02","12","","1.6","","-4.8","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-13","2008","02","13","","-0.2","","-10.2","","-5.2","","23.2","","0.0","","0.0","","6.4","","5.2","","13","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-14","2008","02","14","","0.8","","-9.4","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-15","2008","02","15","","10.6","","-8.8","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","16","","26","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-02-16","2008","02","16","","2.8","","-5.9","","-1.6","","19.6","","0.0","","0.0","","0.0","T","0.0","T","10","","34","","74",""
"-113.89","52.18","RED DEER A","3025480","2008-02-17","2008","02","17","","1.3","","-10.1","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","9","","31","","35",""
"-113.89","52.18","RED DEER A","3025480","2008-02-18","2008","02","18","","5.9","","-13.6","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-19","2008","02","19","","1.0","","-11.2","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-20","2008","02","20","","4.1","","-11.7","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-21","2008","02","21","","6.9","","-13.1","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-22","2008","02","22","","3.0","","-12.4","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-23","2008","02","23","","3.3","","-11.9","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-24","2008","02","24","","0.6","","-7.5","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-25","2008","02","25","","1.3","","-13.0","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-26","2008","02","26","","6.8","","-11.6","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-27","2008","02","27","","7.1","","-3.6","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-28","2008","02","28","","4.2","","-4.5","","-0.2","","18.2","","0.0","","0.0","","1.0","","0.6","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-02-29","2008","02","29","","9.1","","-6.9","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-01","2008","03","01","","7.5","","-2.5","","2.5","","15.5","","0.0","","0.0","","0.0","T","0.0","T","1","","33","","65",""
"-113.89","52.18","RED DEER A","3025480","2008-03-02","2008","03","02","","0.2","","-14.1","","-7.0","","25.0","","0.0","","0.0","","1.4","","0.8","","2","","1","","33",""
"-113.89","52.18","RED DEER A","3025480","2008-03-03","2008","03","03","","3.7","","-9.3","","-2.8","","20.8","","0.0","","0.0","","0.8","","0.4","","1","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-04","2008","03","04","","0.4","","-6.6","","-3.1","","21.1","","0.0","","0.0","","2.6","","1.8","","3","","36","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-03-05","2008","03","05","","2.6","","-7.8","","-2.6","","20.6","","0.0","","0.0","","6.0","","1.8","","3","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-06","2008","03","06","","1.3","","-8.4","","-3.6","","21.6","","0.0","","0.2","","0.0","","0.2","","7","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-07","2008","03","07","","7.0","","-5.9","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-08","2008","03","08","","9.7","","-7.1","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-09","2008","03","09","","10.9","","-3.9","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-10","2008","03","10","","14.6","","-2.6","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-11","2008","03","11","","12.0","","1.1","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","0","T","30","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-03-12","2008","03","12","","9.4","","-3.3","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-13","2008","03","13","","3.5","","-7.6","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-14","2008","03","14","","1.5","","-5.2","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","","","15","","41",""
"-113.89","52.18","RED DEER A","3025480","2008-03-15","2008","03","15","","-0.7","","-4.7","","-2.7","","20.7","","0.0","","0.0","","5.2","","4.0","","0","T","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-16","2008","03","16","","-4.7","","-14.3","","-9.5","","27.5","","0.0","","1.0","","4.0","","3.0","","6","","16","","44",""
"-113.89","52.18","RED DEER A","3025480","2008-03-17","2008","03","17","","7.4","","-10.7","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-18","2008","03","18","","7.8","","-7.2","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-19","2008","03","19","","6.5","","-6.9","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-20","2008","03","20","","7.0","","-7.3","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-21","2008","03","21","","6.7","","-5.5","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-22","2008","03","22","","7.5","","-7.2","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-23","2008","03","23","","10.1","","-6.9","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-24","2008","03","24","","4.6","","-4.6","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","","","31","","48",""
"-113.89","52.18","RED DEER A","3025480","2008-03-25","2008","03","25","","5.3","","-6.8","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-26","2008","03","26","","6.4","","-10.4","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-27","2008","03","27","","4.5","","-5.7","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-28","2008","03","28","","3.2","","-8.7","","-2.8","","20.8","","0.0","","0.0","","1.0","","0.8","","1","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-29","2008","03","29","","-2.8","","-7.2","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-30","2008","03","30","","-3.0","","-9.1","","-6.1","","24.1","","0.0","","0.0","","2.0","","1.2","","1","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-03-31","2008","03","31","","-0.3","","-11.4","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-01","2008","04","01","","5.0","","-12.3","","-3.7","","21.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-02","2008","04","02","","8.0","","-7.6","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-03","2008","04","03","","10.6","","-5.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-04","2008","04","04","","9.5","","-1.7","","3.9","","14.1","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-05","2008","04","05","","6.4","","-2.9","","1.8","","16.2","","0.0","","0.0","","1.6","","1.2","","0","T","17","","33",""
"-113.89","52.18","RED DEER A","3025480","2008-04-06","2008","04","06","","6.7","","-1.1","","2.8","","15.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-07","2008","04","07","","8.6","","-5.3","","1.7","","16.3","","0.0","","0.0","T","0.0","","0.0","T","","","22","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-04-08","2008","04","08","","9.7","","-6.3","","1.7","","16.3","","0.0","","0.0","T","0.0","","0.0","T","","","9","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-04-09","2008","04","09","","9.7","","-5.9","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-10","2008","04","10","","7.7","","-3.2","","2.3","","15.7","","0.0","","0.0","","1.2","","1.0","","1","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-11","2008","04","11","","11.9","","-6.4","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-12","2008","04","12","","18.9","","-3.5","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-13","2008","04","13","","23.9","","2.4","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","36","","48",""
"-113.89","52.18","RED DEER A","3025480","2008-04-14","2008","04","14","","5.9","","-2.1","","1.9","","16.1","","0.0","","0.8","","0.0","T","0.8","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-15","2008","04","15","","6.8","","-3.0","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","","","32","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-04-16","2008","04","16","","11.1","","-7.4","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-17","2008","04","17","","17.5","","-3.6","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","35","","56",""
"-113.89","52.18","RED DEER A","3025480","2008-04-18","2008","04","18","","1.9","","-7.9","","-3.0","","21.0","","0.0","","0.0","","4.2","","3.2","","0","T","36","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-04-19","2008","04","19","","-7.9","","-11.6","","-9.8","","27.8","","0.0","","0.0","","5.6","","4.4","","4","","35","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-04-20","2008","04","20","","-7.0","","-11.2","","-9.1","","27.1","","0.0","","0.0","","3.2","","2.6","","9","","32","","56",""
"-113.89","52.18","RED DEER A","3025480","2008-04-21","2008","04","21","","-6.3","","-10.4","","-8.4","","26.4","","0.0","","0.0","","6.0","","4.6","","13","","30","","56",""
"-113.89","52.18","RED DEER A","3025480","2008-04-22","2008","04","22","","0.2","","-8.8","","-4.3","","22.3","","0.0","","0.0","","1.2","","1.0","","17","","30","","56",""
"-113.89","52.18","RED DEER A","3025480","2008-04-23","2008","04","23","","-0.3","","-15.4","","-7.9","","25.9","","0.0","","0.0","","0.4","","0.0","T","17","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-24","2008","04","24","","-0.6","","-7.2","","-3.9","","21.9","","0.0","","0.0","","1.4","","1.0","","15","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-25","2008","04","25","","1.1","","-8.7","","-3.8","","21.8","","0.0","","0.0","","4.0","","2.4","","18","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-26","2008","04","26","","12.8","","-6.1","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-27","2008","04","27","","17.7","","-3.6","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-28","2008","04","28","","18.4","","-0.1","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-04-29","2008","04","29","","18.8","","-0.3","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","15","","65",""
"-113.89","52.18","RED DEER A","3025480","2008-04-30","2008","04","30","","8.5","","0.9","","4.7","","13.3","","0.0","","10.8","","1.0","","11.8","","","","33","","33",""
"-113.89","52.18","RED DEER A","3025480","2008-05-01","2008","05","01","","11.6","","-1.8","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-02","2008","05","02","","14.2","","1.3","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-03","2008","05","03","","16.0","","-2.2","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-04","2008","05","04","","16.3","","-0.4","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-05","2008","05","05","","18.0","","0.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-06","2008","05","06","","13.3","","2.1","","7.7","","10.3","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-07","2008","05","07","","13.1","","-1.2","","6.0","","12.0","","0.0","","3.2","","0.0","","3.2","","","","13","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-05-08","2008","05","08","","7.1","","0.4","","3.8","","14.2","","0.0","","25.8","","1.2","","26.6","","","","9","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-05-09","2008","05","09","","10.5","","-3.6","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-10","2008","05","10","","15.7","","-1.7","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-11","2008","05","11","","13.1","","2.1","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","32","","41",""
"-113.89","52.18","RED DEER A","3025480","2008-05-12","2008","05","12","","13.8","","1.4","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","32","","56",""
"-113.89","52.18","RED DEER A","3025480","2008-05-13","2008","05","13","","18.1","","1.2","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","29","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-05-14","2008","05","14","","19.6","","4.4","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","31","","39",""
"-113.89","52.18","RED DEER A","3025480","2008-05-15","2008","05","15","","27.3","","4.0","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","33","","44",""
"-113.89","52.18","RED DEER A","3025480","2008-05-16","2008","05","16","","26.5","","5.7","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","33","","33",""
"-113.89","52.18","RED DEER A","3025480","2008-05-17","2008","05","17","","28.7","","4.3","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-18","2008","05","18","","21.8","","10.1","","16.0","","2.0","","0.0","","0.2","","0.0","","0.2","","","","34","","41",""
"-113.89","52.18","RED DEER A","3025480","2008-05-19","2008","05","19","","20.2","","4.0","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-20","2008","05","20","","23.9","","8.8","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","13","","56",""
"-113.89","52.18","RED DEER A","3025480","2008-05-21","2008","05","21","","14.5","","6.8","","10.7","","7.3","","0.0","","17.0","","0.0","","17.0","","","","30","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-05-22","2008","05","22","","9.1","","6.6","","7.9","","10.1","","0.0","","16.0","","0.0","","16.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-23","2008","05","23","","16.6","","6.3","","11.5","","6.5","","0.0","","0.8","","0.0","","0.8","","","","5","","35",""
"-113.89","52.18","RED DEER A","3025480","2008-05-24","2008","05","24","","15.5","","9.3","","12.4","","5.6","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-25","2008","05","25","","13.0","","3.1","","8.1","","9.9","","0.0","","3.4","","0.0","","3.4","","","","35","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-05-26","2008","05","26","","10.6","","2.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-113.89","52.18","RED DEER A","3025480","2008-05-27","2008","05","27","","16.6","","1.9","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","16","","44",""
"-113.89","52.18","RED DEER A","3025480","2008-05-28","2008","05","28","","18.2","","5.1","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","16","","43",""
"-113.89","52.18","RED DEER A","3025480","2008-05-29","2008","05","29","","22.7","","4.6","","13.7","","4.3","","0.0","","0.0","T","0.0","","0.0","T","","","24","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-05-30","2008","05","30","","19.3","","8.3","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","31","","46",""
"-113.89","52.18","RED DEER A","3025480","2008-05-31","2008","05","31","","21.1","","5.3","","13.2","","4.8","","0.0","","1.8","","0.0","","1.8","","","","33","","37",""
"-113.89","52.18","RED DEER A","3025480","2008-06-01","2008","06","01","","20.6","","8.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","9","","37",""
