"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Nearest Town","Public Latitude","Public Longitude","Collection Methodology","Point Count Station","Subpoint","Elevation (metres)","Slope (degrees)","Aspect (degrees)"
Rotation 1,1341,2013,18-Jun-13,RJA,DNC,51.700825,-110.635551,1,9,P,       779,0,VNA,
Rotation 1,1341,2013,18-Jun-13,RJA,DNC,51.700825,-110.635551,1,9,S,       779,0,VNA,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,1,P,       736,2,176,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,1,S,       736,2,176,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,2,P,       736,1,0,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,2,S,       736,1,0,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,3,P,       736,2,269,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,3,S,       736,2,269,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,4,P,       736,1,315,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,4,S,       736,1,315,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,5,P,       736,1,184,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,5,S,       736,1,184,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,6,P,       736,3,180,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,6,S,       736,3,180,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,7,P,       736,1,46,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,7,S,       736,1,46,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,8,P,       736,3,179,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,8,S,       736,3,179,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,9,P,       736,3,355,
Rotation 1,1342,2013,16-Jun-13,SEN,DNC,51.701118,-110.42244,1,9,S,       736,3,355,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,1,P,       710,3,150,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,1,S,       710,3,150,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,2,P,       710,5,0,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,2,S,       710,5,0,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,3,P,       710,2,27,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,3,S,       710,2,27,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,4,P,       710,5,90,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,4,S,       710,5,90,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,5,P,       710,2,94,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,5,S,       710,2,94,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,6,P,       710,5,180,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,6,S,       710,5,180,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,7,P,       710,1,304,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,7,S,       710,1,304,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,8,P,       710,3,91,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,8,S,       710,3,91,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,9,P,       710,7,180,
Rotation 1,1343,2013,17-Jun-13,SEN,DNC,51.646828,-110.099785,1,9,S,       710,7,180,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,1,P,       946,0,VNA,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,1,S,       946,0,VNA,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,2,P,       946,3,20,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,2,S,       946,3,20,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,3,P,       946,0,VNA,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,3,S,       946,0,VNA,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,4,P,       946,2,20,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,4,S,       946,2,20,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,5,P,       946,10,190,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,5,S,       946,10,190,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,6,P,       946,2,190,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,6,S,       946,2,190,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,7,P,       946,3,85,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,7,S,       946,3,85,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,8,P,       946,0,VNA,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,8,S,       946,0,VNA,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,9,P,       946,5,250,
Rotation 1,1356,2013,10-Jun-13,JAI,DNC,51.942356,-114.136139,1,9,S,       946,5,250,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,1,P,       982,5,320,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,1,S,       982,5,320,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,2,P,       982,15,220,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,2,S,       982,15,220,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,3,P,       982,1,350,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,3,S,       982,1,350,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,4,P,       982,10,180,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,4,S,       982,10,180,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,5,P,       982,6,150,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,5,S,       982,6,150,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,6,P,       982,6,180,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,6,S,       982,6,180,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,7,P,       982,15,300,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,7,S,       982,15,300,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,8,P,       982,10,225,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,8,S,       982,10,225,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,9,P,       982,1,250,
Rotation 1,1357,2013,11-Jun-13,JMA2,DNC,51.950893,-113.804253,1,9,S,       982,1,250,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,1,P,       987,3,100,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,1,S,       987,3,100,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,2,P,       987,2,0,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,2,S,       987,2,0,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,3,P,       987,0,VNA,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,3,S,       987,0,VNA,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,4,P,       987,0,VNA,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,4,S,       987,0,VNA,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,5,P,       987,2,90,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,5,S,       987,2,90,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,6,P,       987,0,VNA,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,6,S,       987,0,VNA,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,7,P,       987,1,180,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,7,S,       987,1,180,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,8,P,       987,2,180,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,8,S,       987,2,180,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,9,P,       987,5,90,
Rotation 1,1358,2013,12-Jun-13,JAI,DNC,51.934963,-113.583092,1,9,S,       987,5,90,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,1,P,       925,5,86,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,1,S,       925,5,86,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,2,P,       925,15,170,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,2,S,       925,15,170,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,3,P,       925,10,88,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,3,S,       925,10,88,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,4,P,       925,7,182,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,4,S,       925,7,182,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,5,P,       925,2,10,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,5,S,       925,2,10,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,6,P,       925,2,190,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,6,S,       925,2,190,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,7,P,       925,8,79,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,7,S,       925,8,79,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,8,P,       925,2,90,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,8,S,       925,2,90,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,9,P,       925,5,218,
Rotation 1,1359,2013,25-May-13,RHO2,DNC,51.837631,-113.303398,1,9,S,       925,5,218,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,1,P,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,1,S,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,2,P,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,2,S,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,3,P,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,3,S,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,4,P,       710,20,220,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,4,S,       710,20,220,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,5,P,       710,3,260,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,5,S,       710,3,260,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,6,P,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,6,S,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,7,P,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,7,S,       710,0,VNA,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,8,P,       710,8,270,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,8,S,       710,8,270,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,9,P,       710,DNC,DNC,
Rotation 1,1360,2013,26-May-13,ABL2,DNC,51.835041,-112.96685,1,9,S,       710,DNC,DNC,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,1,P,      1012,1,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,1,S,      1012,1,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,2,P,      1012,2,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,2,S,      1012,2,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,3,P,      1012,0,VNA,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,3,S,      1012,0,VNA,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,4,P,      1012,0,VNA,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,4,S,      1012,0,VNA,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,5,P,      1012,1,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,5,S,      1012,1,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,6,P,      1012,0,VNA,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,6,S,      1012,0,VNA,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,7,P,      1012,1,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,7,S,      1012,1,90,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,8,P,      1012,1,270,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,8,S,      1012,1,270,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,9,P,      1012,0,VNA,
Rotation 1,1381,2013,13-Jun-13,JMA2,DNC,51.787006,-114.146881,1,9,S,      1012,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,1,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,1,S,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,2,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,2,S,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,3,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,3,S,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,4,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,4,S,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,5,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,5,S,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,6,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,6,S,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,7,P,       969,1,90,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,7,S,       969,1,90,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,8,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,8,S,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,9,P,       969,0,VNA,
Rotation 1,1382,2013,14-Jun-13,JAI,DNC,51.740936,-113.919395,1,9,S,       969,0,VNA,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,1,P,       885,2,128,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,1,S,       885,2,128,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,2,P,       885,0,VNA,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,2,S,       885,0,VNA,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,3,P,       885,10,180,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,3,S,       885,10,180,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,4,P,       885,0,VNA,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,4,S,       885,0,VNA,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,5,P,       885,5,90,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,5,S,       885,5,90,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,6,P,       885,3,90,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,6,S,       885,3,90,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,7,P,       885,5,9,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,7,S,       885,5,9,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,8,P,       885,3,90,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,8,S,       885,3,90,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,9,P,       885,2,75,
Rotation 1,1383,2013,18-Jun-13,CPA,DNC,51.733898,-113.641487,1,9,S,       885,2,75,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,1,P,       822,5,326,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,1,S,       822,5,326,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,2,P,       822,5,4,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,2,S,       822,5,4,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,3,P,       822,4,286,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,3,S,       822,4,286,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,4,P,       822,0,VNA,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,4,S,       822,0,VNA,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,5,P,       822,2,0,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,5,S,       822,2,0,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,6,P,       822,4,355,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,6,S,       822,4,355,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,7,P,       822,10,302,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,7,S,       822,10,302,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,8,P,       822,5,275,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,8,S,       822,5,275,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,9,P,       822,35,136,
Rotation 1,1385,2013,29-May-13,RHO2,DNC,51.660389,-113.029747,1,9,S,       822,35,136,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,1,P,      1085,0,VNA,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,1,S,      1085,0,VNA,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,2,P,      1085,3,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,2,S,      1085,3,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,3,P,      1085,5,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,3,S,      1085,5,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,4,P,      1085,3,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,4,S,      1085,3,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,5,P,      1085,1,90,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,5,S,      1085,1,90,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,6,P,      1085,0,VNA,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,6,S,      1085,0,VNA,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,7,P,      1085,0,VNA,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,7,S,      1085,0,VNA,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,8,P,      1085,1,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,8,S,      1085,1,270,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,9,P,      1085,0,VNA,
Rotation 1,1405,2013,16-Jun-13,JAI,DNC,51.57692,-114.218719,1,9,S,      1085,0,VNA,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,1,P,       997,20,90,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,1,S,       997,20,90,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,2,P,       997,30,0,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,2,S,       997,30,0,
Rotation 1,1406,2013,18-Jun-13,JMA2,DNC,51.565754,-114.0187,1,3,P,       997,3,180,
Rotation 1,1406,2013,18-Jun-13,JMA2,DNC,51.565754,-114.0187,1,3,S,       997,3,180,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,4,P,       997,28,200,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,4,S,       997,28,200,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,5,P,       997,4,90,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,5,S,       997,4,90,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,6,P,       997,6,300,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,6,S,       997,6,300,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,7,P,       997,20,225,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,7,S,       997,20,225,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,8,P,       997,0,VNA,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,8,S,       997,0,VNA,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,9,P,       997,1,0,
Rotation 1,1406,2013,17-Jun-13,JMA2,DNC,51.565754,-114.0187,1,9,S,       997,1,0,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,1,P,       956,0,VNA,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,1,S,       956,0,VNA,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,2,P,       956,4,8,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,2,S,       956,4,8,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,3,P,       956,3,4,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,3,S,       956,3,4,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,4,P,       956,0,VNA,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,4,S,       956,0,VNA,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,5,P,       956,2,90,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,5,S,       956,2,90,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,6,P,       956,2,178,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,6,S,       956,2,178,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,7,P,       956,0,VNA,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,7,S,       956,0,VNA,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,8,P,       956,20,20,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,8,S,       956,20,20,
Rotation 1,1407,2013,22-Jun-13,MLA,DNC,51.548641,-113.706932,1,9,P,       956,3,90,
